sparql_neg,ques_neg,type
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) >= 14.1345) }},Which is made from of vinegar That doesn't have ionisation potential of greater than 14.1345 ,num
SELECT ?answer WHERE { wd:Q41354 wdt:P186 ?answer . MINUS { ?answer wdt:P2260 ?x FILTER(xsd:float(?x) <= 6.8055) }},Which is made from of vinegar That doesn't have ionisation potential of less than 6.8055 ,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2 && xsd:float(?x) <=2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) <= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2 && xsd:float(?x) <=2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) <= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2 && xsd:float(?x) <=2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) <= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2 && xsd:float(?x) <=2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) <= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 1 && xsd:float(?x) <=2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) >= 2) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . MINUS { ?answer wdt:P1082 ?x FILTER(xsd:float(?x) <= 1) }},Where is twin town of Semarang Which doesn't have human population of 2,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1807 && YEAR(?x) <=2079) }},What is the measurement of introversion and extroversion That wasn't established in between 1807 and 2079 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2079) }},What is the measurement of introversion and extroversion That wasn't established in after 2079 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1807) }},What is the measurement of introversion and extroversion That wasn't established in before 1807 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1671 && YEAR(?x) <=2215) }},What is the measurement of introversion and extroversion That wasn't established in between 1671 and 2215 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2215) }},What is the measurement of introversion and extroversion That wasn't established in after 2215 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1671) }},What is the measurement of introversion and extroversion That wasn't established in before 1671 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1535 && YEAR(?x) <=2351) }},What is the measurement of introversion and extroversion That wasn't established in between 1535 and 2351 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2351) }},What is the measurement of introversion and extroversion That wasn't established in after 2351 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1535) }},What is the measurement of introversion and extroversion That wasn't established in before 1535 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1399 && YEAR(?x) <=2487) }},What is the measurement of introversion and extroversion That wasn't established in between 1399 and 2487 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2487) }},What is the measurement of introversion and extroversion That wasn't established in after 2487 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1399) }},What is the measurement of introversion and extroversion That wasn't established in before 1399 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1263 && YEAR(?x) <=2623) }},What is the measurement of introversion and extroversion That wasn't established in between 1263 and 2623 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2623) }},What is the measurement of introversion and extroversion That wasn't established in after 2623 ,num
SELECT ?answer WHERE { wd:Q127588 wdt:P1880 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1263) }},What is the measurement of introversion and extroversion That wasn't established in before 1263 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 16.259469 && xsd:float(?x) <=18.707131) }},What is the subdivided of Veszprem County That doesn't have corrdinate of between 16.259469 and 18.707131 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 18.707131) }},What is the subdivided of Veszprem County That doesn't have corrdinate of greater than 18.707131 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 16.259469) }},What is the subdivided of Veszprem County That doesn't have corrdinate of less than 16.259469 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 15.035637999999999 && xsd:float(?x) <=19.930962) }},What is the subdivided of Veszprem County That doesn't have corrdinate of between 15.035637999999999 and 19.930962 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 19.930962) }},What is the subdivided of Veszprem County That doesn't have corrdinate of greater than 19.930962 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 15.035637999999999) }},What is the subdivided of Veszprem County That doesn't have corrdinate of less than 15.035637999999999 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 13.811807 && xsd:float(?x) <=21.154792999999998) }},What is the subdivided of Veszprem County That doesn't have corrdinate of between 13.811807 and 21.154792999999998 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 21.154792999999998) }},What is the subdivided of Veszprem County That doesn't have corrdinate of greater than 21.154792999999998 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 13.811807) }},What is the subdivided of Veszprem County That doesn't have corrdinate of less than 13.811807 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 12.587976 && xsd:float(?x) <=22.378624) }},What is the subdivided of Veszprem County That doesn't have corrdinate of between 12.587976 and 22.378624 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 22.378624) }},What is the subdivided of Veszprem County That doesn't have corrdinate of greater than 22.378624 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 12.587976) }},What is the subdivided of Veszprem County That doesn't have corrdinate of less than 12.587976 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 11.364145 && xsd:float(?x) <=23.602455) }},What is the subdivided of Veszprem County That doesn't have corrdinate of between 11.364145 and 23.602455 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) >= 23.602455) }},What is the subdivided of Veszprem County That doesn't have corrdinate of greater than 23.602455 ,num
SELECT ?answer WHERE { wd:Q188890 wdt:P150 ?answer . MINUS { ?answer wdt:P625 ?x FILTER(xsd:float(?x) <= 11.364145) }},What is the subdivided of Veszprem County That doesn't have corrdinate of less than 11.364145 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 481.0332 && xsd:float(?x) <=553.4468) }},What Residence of L L Zamenhof doesn't have a surface area of between 481.0332 and 553.4468 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 553.4468) }},What Residence of L L Zamenhof doesn't have a surface area of greater than 553.4468 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 481.0332) }},What Residence of L L Zamenhof doesn't have a surface area of less than 481.0332 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 444.82640000000004 && xsd:float(?x) <=589.6536) }},What Residence of L L Zamenhof doesn't have a surface area of between 444.82640000000004 and 589.6536 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 589.6536) }},What Residence of L L Zamenhof doesn't have a surface area of greater than 589.6536 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 444.82640000000004) }},What Residence of L L Zamenhof doesn't have a surface area of less than 444.82640000000004 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 408.6196 && xsd:float(?x) <=625.8604) }},What Residence of L L Zamenhof doesn't have a surface area of between 408.6196 and 625.8604 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 625.8604) }},What Residence of L L Zamenhof doesn't have a surface area of greater than 625.8604 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 408.6196) }},What Residence of L L Zamenhof doesn't have a surface area of less than 408.6196 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 372.4128 && xsd:float(?x) <=662.0672) }},What Residence of L L Zamenhof doesn't have a surface area of between 372.4128 and 662.0672 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 662.0672) }},What Residence of L L Zamenhof doesn't have a surface area of greater than 662.0672 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 372.4128) }},What Residence of L L Zamenhof doesn't have a surface area of less than 372.4128 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 336.206 && xsd:float(?x) <=698.274) }},What Residence of L L Zamenhof doesn't have a surface area of between 336.206 and 698.274 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 698.274) }},What Residence of L L Zamenhof doesn't have a surface area of greater than 698.274 ,num
SELECT ?answer WHERE { wd:Q11758 wdt:P551 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 336.206) }},What Residence of L L Zamenhof doesn't have a surface area of less than 336.206 ,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1723 && YEAR(?x) <=1981) }},who is the first described of xenon That doesn't have the birth year of between 1723 and 1981  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1981) }},who is the first described of xenon That doesn't have the birth year of after 1981  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1723) }},who is the first described of xenon That doesn't have the birth year of before 1723  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1593 && YEAR(?x) <=2111) }},who is the first described of xenon That doesn't have the birth year of between 1593 and 2111  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 2111) }},who is the first described of xenon That doesn't have the birth year of after 2111  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1593) }},who is the first described of xenon That doesn't have the birth year of before 1593  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1463 && YEAR(?x) <=2240) }},who is the first described of xenon That doesn't have the birth year of between 1463 and 2240  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 2240) }},who is the first described of xenon That doesn't have the birth year of after 2240  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1463) }},who is the first described of xenon That doesn't have the birth year of before 1463  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1334 && YEAR(?x) <=2370) }},who is the first described of xenon That doesn't have the birth year of between 1334 and 2370  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 2370) }},who is the first described of xenon That doesn't have the birth year of after 2370  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1334) }},who is the first described of xenon That doesn't have the birth year of before 1334  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 1204 && YEAR(?x) <=2500) }},who is the first described of xenon That doesn't have the birth year of between 1204 and 2500  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) >= 2500) }},who is the first described of xenon That doesn't have the birth year of after 2500  2,num
SELECT ?answer WHERE { wd:Q1106 wdt:P61 ?answer . MINUS { ?answer wdt:P569 ?x FILTER(YEAR(?x) <= 1204) }},who is the first described of xenon That doesn't have the birth year of before 1204  2,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1855 && YEAR(?x) <=2133) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2133) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1855) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1715 && YEAR(?x) <=2273) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2273) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1715) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1576 && YEAR(?x) <=2412) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2412) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1576) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1436 && YEAR(?x) <=2552) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2552) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1436) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 1296 && YEAR(?x) <=2691) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) >= 2691) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q131662 wdt:P1376 ?answer . MINUS { ?answer wdt:P571 ?x FILTER(YEAR(?x) <= 1296) }},What is the county seat of Polokwane Which wasn't constructed in 1994,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 726 && xsd:float(?x) <=834) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 834) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) <= 726) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 671 && xsd:float(?x) <=889) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 889) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) <= 671) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 617 && xsd:float(?x) <=943) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 943) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) <= 617) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 562 && xsd:float(?x) <=998) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 998) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) <= 562) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 507 && xsd:float(?x) <=1053) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) >= 1053) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q122960 wdt:P101 ?answer . MINUS { ?answer wdt:P1036 ?x FILTER(xsd:float(?x) <= 507) }},What is the subject of rococo That doesn't have a Q48460 that is 780,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 7.6074 && xsd:float(?x) <=8.7526) }},What is not the same as the Cerberus and Doesn't have a surface that is between 7.6074 and 8.7526 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 8.7526) }},What is not the same as the Cerberus and Doesn't have a surface that is greater than 8.7526 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 7.6074) }},What is not the same as the Cerberus and Doesn't have a surface that is less than 7.6074 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 7.0348 && xsd:float(?x) <=9.325199999999999) }},What is not the same as the Cerberus and Doesn't have a surface that is between 7.0348 and 9.325199999999999 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 9.325199999999999) }},What is not the same as the Cerberus and Doesn't have a surface that is greater than 9.325199999999999 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 7.0348) }},What is not the same as the Cerberus and Doesn't have a surface that is less than 7.0348 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 6.462199999999999 && xsd:float(?x) <=9.8978) }},What is not the same as the Cerberus and Doesn't have a surface that is between 6.462199999999999 and 9.8978 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 9.8978) }},What is not the same as the Cerberus and Doesn't have a surface that is greater than 9.8978 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 6.462199999999999) }},What is not the same as the Cerberus and Doesn't have a surface that is less than 6.462199999999999 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 5.8896 && xsd:float(?x) <=10.4704) }},What is not the same as the Cerberus and Doesn't have a surface that is between 5.8896 and 10.4704 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 10.4704) }},What is not the same as the Cerberus and Doesn't have a surface that is greater than 10.4704 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 5.8896) }},What is not the same as the Cerberus and Doesn't have a surface that is less than 5.8896 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 5.317 && xsd:float(?x) <=11.043) }},What is not the same as the Cerberus and Doesn't have a surface that is between 5.317 and 11.043 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) >= 11.043) }},What is not the same as the Cerberus and Doesn't have a surface that is greater than 11.043 ,num
SELECT ?answer WHERE { wd:Q83496 wdt:P1889 ?answer . MINUS { ?answer wdt:P2046 ?x FILTER(xsd:float(?x) <= 5.317) }},What is not the same as the Cerberus and Doesn't have a surface that is less than 5.317 ,num
SELECT ?answer WHERE { wd:Q41610 wdt:P3373 ?answer . MINUS { ?answer wdt:P570 ?x FILTER(YEAR(?x) >= 1062 && YEAR(?x) <=1221) }},Who is the brother of Manuel I Komnenos That didn't die on between 1062 and 1221 ,num
